1/27 20:31:30.681  COMBAT_LOG_VERSION,9,ADVANCED_LOG_ENABLED,1,BUILD_VERSION,1.13.3,PROJECT_ID,2
1/27 20:31:31.197  SPELL_PERIODIC_ENERGIZE,Player-4701-0088BCA3,"Boots-Mograine",0x514,0x0,Player-4701-00CFEA0C,"Bellatrixter-Mograine",0x514,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00CFEA0C,0000000000000000,100,100,0,0,0,-1,0,0,0,-106.93,-216.76,0,6.2211,53,36.0000,0.0000,0,6058
1/27 20:31:31.353  SPELL_PERIODIC_ENERGIZE,Player-4701-0088BCA3,"Boots-Mograine",0x514,0x0,Player-4701-00C2A055,"Mtut-Mograine",0x514,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00C2A055,0000000000000000,100,100,0,0,0,-1,0,0,0,-106.90,-210.26,0,6.2627,66,36.0000,0.0000,0,7111
1/27 20:31:31.648  SPELL_AURA_APPLIED,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,18192,"Increased Agility",0x1,BUFF
1/27 20:31:32.362  SPELL_AURA_APPLIED,Player-4701-00880D4E,"Toreen-Mograine",0x514,0x0,Player-4701-00880D4E,"Toreen-Mograine",0x514,0x0,18192,"Increased Agility",0x1,BUFF
1/27 20:31:32.362  SPELL_CAST_SUCCESS,Player-4701-00CFEA0C,"Bellatrixter-Mograine",0x514,0x0,Player-4701-00C2A055,"Mtut-Mograine",0x514,0x0,20765,"Soulstone Resurrection",0x20,Player-4701-00CFEA0C,0000000000000000,100,100,0,0,0,-1,0,0,0,-106.93,-216.76,0,6.2211,53
1/27 20:31:32.505  SPELL_AURA_APPLIED,Player-4701-00CFEA0C,"Bellatrixter-Mograine",0x514,0x0,Player-4701-00C2A055,"Mtut-Mograine",0x514,0x0,20765,"Soulstone Resurrection",0x20,BUFF
1/27 20:31:33.008  SPELL_AURA_REFRESH,Player-4701-0094E8DE,"Beemo-Mograine",0x514,0x0,Player-4701-0094E8DE,"Beemo-Mograine",0x514,0x0,22730,"Increased Intellect",0x1,BUFF
1/27 20:31:33.768  SPELL_AURA_APPLIED,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,17538,"Elixir of the Mongoose",0x1,BUFF
1/27 20:31:33.768  SPELL_CAST_SUCCESS,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,17538,"Elixir of the Mongoose",0x1,Player-4701-00FD412D,0000000000000000,100,100,0,0,0,-1,0,0,0,-99.12,-213.03,0,6.2046,60
1/27 20:31:34.451  SPELL_PERIODIC_ENERGIZE,Player-4701-0088BCA3,"Boots-Mograine",0x514,0x0,Player-4701-00DFC624,"Sublimit-Mograine",0x514,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00DFC624,0000000000000000,100,100,0,0,0,-1,0,0,0,-109.31,-212.11,0,0.0149,65,5.0000,0.0000,0,7083
1/27 20:31:36.207  SPELL_PERIODIC_ENERGIZE,Player-4701-0088BCA3,"Boots-Mograine",0x514,0x0,Player-4701-00CFEA0C,"Bellatrixter-Mograine",0x514,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00CFEA0C,0000000000000000,100,100,0,0,0,-1,0,0,0,-106.93,-216.76,0,6.2211,53,36.0000,0.0000,0,6058
1/27 20:31:36.333  SPELL_PERIODIC_ENERGIZE,Player-4701-0088BCA3,"Boots-Mograine",0x514,0x0,Player-4701-00C2A055,"Mtut-Mograine",0x514,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00C2A055,0000000000000000,100,100,0,0,0,-1,0,0,0,-106.90,-210.26,0,6.2627,66,36.0000,0.0000,0,7111
1/27 20:31:36.919  SPELL_CAST_START,Player-4701-00A3F633,"Moocow-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,19939,"Flash of Light",0x2
1/27 20:31:37.966  SPELL_AURA_REMOVED,Player-4701-009A42DA,"Jettesnell-Mograine",0x40514,0x0,Player-4701-009A42DA,"Jettesnell-Mograine",0x40514,0x0,18192,"Increased Agility",0x1,BUFF
1/27 20:31:37.978  SPELL_AURA_APPLIED,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,11405,"Elixir of the Giants",0x1,BUFF
1/27 20:31:37.978  SPELL_CAST_SUCCESS,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,11405,"Elixir of the Giants",0x1,Player-4701-00FD412D,0000000000000000,100,100,0,0,0,-1,0,0,0,-99.13,-213.20,0,6.2046,60
1/27 20:31:38.464  SPELL_CAST_SUCCESS,Player-4701-00A3F633,"Moocow-Mograine",0x514,0x0,Player-4701-00991AF0,"Strykzer-Mograine",0x514,0x0,19939,"Flash of Light",0x2,Player-4701-00A3F633,0000000000000000,100,100,0,0,0,-1,0,0,0,-104.99,-216.33,0,0.0511,66
1/27 20:31:38.587  SPELL_HEAL,Player-4701-00A3F633,"Moocow-Mograine",0x514,0x0,Player-4701-00991AF0,"Strykzer-Mograine",0x514,0x0,19993,"Flash of Light",0x2,Player-4701-00991AF0,0000000000000000,100,100,0,0,0,-1,0,0,0,-111.57,-213.94,0,6.2695,66,355,355,0,0,nil
1/27 20:31:40.136  SPELL_PERIODIC_ENERGIZE,Player-4701-0088BCA3,"Boots-Mograine",0x514,0x0,Player-4701-00A3F633,"Moocow-Mograine",0x514,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00A3F633,0000000000000000,100,100,0,0,0,-1,0,0,0,-104.99,-216.33,0,0.0511,66,36.0000,0.0000,0,6572
1/27 20:31:41.368  SPELL_PERIODIC_ENERGIZE,Player-4701-00A3F633,"Moocow-Mograine",0x514,0x0,Player-4701-00A3F633,"Moocow-Mograine",0x514,0x0,18194,"Mana Regeneration",0x1,Player-4701-00A3F633,0000000000000000,100,100,0,0,0,-1,0,0,0,-104.99,-216.33,0,0.0511,66,8.0000,0.0000,0,6572
1/27 20:31:42.118  SPELL_AURA_REFRESH,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,16864,"Omen of Clarity",0x8,BUFF
1/27 20:31:42.118  SPELL_CAST_SUCCESS,Player-4701-00FD412D,"Basati-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,16864,"Omen of Clarity",0x8,Player-4701-00FD412D,0000000000000000,100,100,0,0,0,-1,0,0,0,-99.13,-213.20,0,6.2046,60
