2/10 21:07:59.564  COMBAT_LOG_VERSION,9,ADVANCED_LOG_ENABLED,1,BUILD_VERSION,1.13.3,PROJECT_ID,2
2/10 21:08:00.693  SPELL_AURA_APPLIED,Player-4701-0088BCA3,"Boots-Mograine",0x512,0x0,Player-4701-0088BCA3,"Boots-Mograine",0x512,0x0,18194,"Mana Regeneration",0x1,BUFF
2/10 21:08:01.790  SPELL_AURA_APPLIED,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,10193,"Mana Shield",0x40,BUFF
2/10 21:08:01.790  SPELL_CAST_SUCCESS,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,0000000000000000,nil,0x80000000,0x80000000,10193,"Mana Shield",0x40,Player-4701-0094E8DE,0000000000000000,100,100,0,0,0,-1,0,0,0,-101.35,-209.35,0,0.0196,65
2/10 21:08:01.864  SPELL_AURA_APPLIED,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,10193,"Mana Shield",0x40,BUFF
2/10 21:08:01.864  SPELL_CAST_SUCCESS,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,10193,"Mana Shield",0x40,Player-4701-0094A4F8,0000000000000000,100,100,0,0,0,-1,0,0,0,-100.78,-213.45,0,0.0589,64
2/10 21:08:01.880  SPELL_CAST_FAILED,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,10193,"Mana Shield",0x40,"Not yet recovered"
2/10 21:08:02.643  SPELL_CAST_FAILED,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,10223,"Fire Ward",0x4,"Not yet recovered"
2/10 21:08:02.666  SPELL_AURA_APPLIED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x1,Player-4701-008838B8,"Jexx-Mograine",0x514,0x1,18499,"Berserker Rage",0x1,BUFF
2/10 21:08:02.666  SPELL_CAST_SUCCESS,Player-4701-008838B8,"Jexx-Mograine",0x514,0x1,0000000000000000,nil,0x80000000,0x80000000,18499,"Berserker Rage",0x1,Player-4701-008838B8,0000000000000000,100,100,0,0,0,-1,0,0,0,-75.11,-215.71,0,6.2328,66
2/10 21:08:02.719  SPELL_CAST_FAILED,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,10223,"Fire Ward",0x4,"Not yet recovered"
2/10 21:08:03.098  SPELL_AURA_REMOVED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x1,Player-4701-008838B8,"Jexx-Mograine",0x514,0x1,2458,"Berserker Stance",0x1,BUFF
2/10 21:08:03.098  SPELL_AURA_APPLIED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x1,Player-4701-008838B8,"Jexx-Mograine",0x514,0x1,71,"Defensive Stance",0x1,BUFF
2/10 21:08:03.098  SPELL_CAST_SUCCESS,Player-4701-008838B8,"Jexx-Mograine",0x514,0x1,0000000000000000,nil,0x80000000,0x80000000,71,"Defensive Stance",0x1,Player-4701-008838B8,0000000000000000,100,100,0,0,0,-1,0,0,0,-71.80,-215.84,0,6.2438,66
2/10 21:08:03.379  SPELL_AURA_APPLIED,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,10225,"Fire Ward",0x4,BUFF
2/10 21:08:03.385  SPELL_CAST_SUCCESS,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,0000000000000000,nil,0x80000000,0x80000000,10225,"Fire Ward",0x4,Player-4701-0094E8DE,0000000000000000,100,100,0,0,0,-1,0,0,0,-92.53,-209.17,0,0.0196,65
2/10 21:08:04.338  ENCOUNTER_START,1084,"Onyxia",9,40,249
2/10 21:08:04.338  COMBATANT_INFO,Player-4701-0111567C,284,216,308,66,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959,0,(),(0,0,0,0),[],[(12640,61,(2543,0,0),(),()),(18404,74,(),(),()),(12927,61,(2483,0,0),(),()),(2575,10,(),(),()),(11726,57,(1891,0,0),(),()),(13959,60,(),(),()),(15062,60,(2543,0,0),(),()),(14616,61,(1887,0,0),(),()),(19146,65,(1885,0,0),(),()),(14551,49,(927,0,0),(),()),(19325,65,(),(),()),(18821,67,(),(),()),(13965,63,(),(),()),(11815,58,(),(),()),(13340,63,(849,0,0),(),()),(17068,75,(1900,0,0),(),()),(18832,70,(1900,0,0),(),()),(12651,59,(),(),()),(5976,1,(),(),())],[]
2/10 21:08:04.338  COMBATANT_INFO,Player-4701-0094E8DE,45,59,214,459,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0,(),(0,0,0,0),[],[(16914,76,(2544,0,0),(),()),(17109,65,(),(),()),(16797,66,(2483,0,0),(),()),(17723,40,(),(),()),(14152,62,(1892,0,0),(),()),(16802,66,(),(),()),(16796,66,(),(),()),(16800,66,(911,0,0),(),()),(18497,60,(929,0,0),(),()),(16801,66,(930,0,0),(),()),(12543,60,(),(),()),(18403,74,(),(),()),(13968,63,(),(),()),(12930,60,(),(),()),(17078,72,(1888,0,0),(),()),(18878,65,(),(),()),(19310,65,(),(),()),(19108,63,(),(),()),(15196,20,(),(),())],[]
2/10 21:08:04.338  COMBATANT_INFO,Player-4701-00B4BA44,299,193,344,71,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839,0,(),(0,0,0,0),[],[(18817,76,(),(),()),(18404,74,(),(),()),(12927,61,(),(),()),(859,17,(),(),()),(14637,61,(),(),()),(19137,78,(),(),()),(18861,61,(),(),()),(14616,61,(911,0,0),(),()),(12936,63,(927,0,0),(),()),(13957,61,(856,0,0),(),()),(18821,67,(),(),()),(19325,65,(),(),()),(13965,63,(),(),()),(11815,58,(),(),()),(19084,60,(),(),()),(18832,70,(1900,1643,0),(),()),(15806,61,(1900,1643,0),(),()),(18323,58,(),(),()),(23192,1,(),(),())],[]
